,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He's going to improve the life of countless little kids with hearing problems)
train,Thomas,29,Action,Action,Action,3,Action,Action,As I sit in my car I glance back in my rear view mirror
train,Thomas,29,Action,Action,Stative- Local Context,2,Action,Action,"and see my man, standing tall and very handsome with a thin green leash in his left hand."
train,Thomas,29,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"That leash gently loops down to a patient little adorable puppy who has clearly watched me walk away and get in the car, ready to leave."
train,Thomas,29,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,I realize in that moment that I'm going to miss those two while I'm away at work all day.
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Even thought I'd already bent over twice that morning to scoop up piles of foul smelling excrement, I was going to miss them."
train,Thomas,29,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,Then I realize that this is probably a pretty small little glimpse of what the ear doctor's life is going to be like when we have our first baby and he has to go to work in the morning.
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I'll be holding our little poop-maker of an infant and he'll glance back at me, begrudgingly leaving for work."
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He'll wish he didn't have to go.
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He'll wish he could stay with us all day and help me raise our little runt.
train,Thomas,29,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And I want to remember that feeling because it was nice.
test,Thomas,30,Orientation,Orientation,Evaluation,2,Orientation,Orientation,Squeakles is all better now.
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,(Thanks to all who emailed or messaged me about it!)
test,Thomas,30,Orientation,Orientation,Orientation,3,Orientation,Orientation,"He was feverish for three nights,"
test,Thomas,30,Evaluation,Orientation,Orientation,2,Orientation,Orientation,and by the third night I had sort of forgotten what an awesome baby he is
test,Thomas,30,Evaluation,Orientation,Orientation,2,Orientation,Orientation,and I was going a little nuts worrying about his sleep habits.
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I felt like he would never be able to sleep independently and that he'd always keep waking up and crying out, so I was ready to start some serious sleep training on the spot."
test,Thomas,30,Action,Action,Orientation,2,Action,Action,"J talked some sense into me, reminding me that Squeakles was still a little sick and to give him more time."
test,Thomas,30,Action,Orientation,Orientation,2,Orientation,Orientation,"And a day later, he was totally fine and sleeping much better."
test,Thomas,30,Action,Action,Orientation,2,Action,Action,Today I was even able to work during his naps!
test,Thomas,30,Stative- Local Context,Orientation,Evaluation,1,Evaluation,Evaluation,"Fortunately, I had something that was easy to work on in short bursts"
test,Thomas,30,Stative- Local Context,Action,Orientation,1,Stative- Local Context,Orientation,- we're writing another abstract for another conference.
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Unfortunately even if it gets accepted, I won't give the talk"
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,(my advisor really wants to give it)
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and I won't even be funded to go to the conference.
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"However, I'd still be first author so that's good."
test,Thomas,30,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"And we have enough frequent flier miles for me to go to the conference without it being too much of a financial drain, so I am considering that."
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I didn't really enjoy this conference when I went to it last year, but it's a good one for me to go to, especially for job-seeking purposes."
test,Thomas,30,Action,Action,Stative- Local Context,2,Action,Action,"As for the abstract we submitted to the other conference, the one that I was reviewing abstracts for, it got accepted as a talk."
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I'm extremely excited about this!
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And for this conference I will be giving the talk.
test,Thomas,30,Evaluation,Orientation,Stative- Local Context,1,Stative- Local Context,Orientation,"I'm very familiar with this conference and the people who go to it, so I know what to expect - good questions, good feedback, and hopefully good exposure."
test,Thomas,30,Evaluation,Orientation,Stative- Local Context,1,Stative- Local Context,Orientation,"The unfortunate part, and the reason I'm only hopeful about the exposure, is that the talk is scheduled for 10 am on the last day of the conference"
test,Thomas,30,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,(and that day is only a half day to begin with).
test,Thomas,30,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Oh well.
train,Thomas,31,Orientation,Orientation,Orientation,3,Orientation,Orientation,I've had two bikes stolen during my time in Toronto
train,Thomas,31,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,(I haven't given the thieves a chance at a third).
train,Thomas,31,Action,Action,Action,3,Action,Action,"I went down to the warehouses on Strachan Ave. and Ordnance St. this evening,"
train,Thomas,31,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but that long shot didn't pay off.
train,Thomas,31,Stative - Implied Action,Evaluation,Evaluation,2,Evaluation,Evaluation,I didn't see either bike.
train,Thomas,31,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"More to the point, I didn't see either stripped-down frame."
train,Thomas,31,Evaluation,Orientation,Orientation,2,Orientation,Orientation,It's a very sad graveyard of stripped-down bikes in there.
train,Thomas,31,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"If you got a whole bike back, you're very lucky."
train,Thomas,31,Orientation,Action,Stative- Local Context,1,Stative- Local Context,Orientation,Police have been using the Igor Kenk saga (someone really should pick up his mail from the 947 Queen W. bo; it's piling up) to push their registration program.
train,Thomas,31,Orientation,Evaluation,Evaluation,2,Evaluation,Evaluation,"I would note that one of the two was registered,"
train,Thomas,31,Action,Action,Action,3,Action,Action,and I gave detailed information (including serial number) about the other.
train,Thomas,31,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,This made no apparent difference.
train,Thomas,31,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,I still never got the bikes back.
train,Thomas,31,Orientation,Orientation,Orientation,3,Orientation,Orientation,"One was taken in 2005, the other in 2006."
train,Thomas,31,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"In some ways, I hope whoever stole them actually needed them to ride, not to strip down and sell parts to buy crack or heroin."
train,Thomas,31,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The thought of the bikes just decaying in some abandoned lot is a mental image I don't want in my head.
train,Thomas,32,Orientation,Orientation,Orientation,3,Orientation,Orientation,"So Turtle and I had dinner tonight out at one of our favorite little local places, that is near the railroad tracks."
train,Thomas,32,Orientation,Orientation,Action,2,Orientation,Orientation,"Turtle gets his usual grilled cheese,"
train,Thomas,32,Orientation,Orientation,Action,2,Orientation,Orientation,and I got a bowl of the french onion soup.
train,Thomas,32,Action,Action,Action,3,Action,Action,Turtle {glancing up at tv}:
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Why is Manny on the television
train,Thomas,32,Action,Action,Action,3,Action,Action,Cat {glances up}:
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Oh yeah, they traded him to LA"
train,Thomas,32,Action,Action,Action,3,Action,Action,"I then turn to say hey to one of the regulars, Phil, who had walked in from the golf course with two of his buddies."
train,Thomas,32,Action,Action,Action,3,Action,Action,"By the time I turn back, I see that Turtle has slipped into what I refer to as ""Shane Battier syndrome."""
train,Thomas,32,Orientation,Action,Orientation,2,Orientation,Orientation,"You see‰€_ when the grizzlies traded Shane a couple of years ago, the Turtle grieved, he cried, he sat listlessly staring off into space, and he refused food."
train,Thomas,32,Orientation,Action,Evaluation,1,Evaluation,Evaluation,So distraught was he over the announcement that he would not take his Battier jersey off for THREE DAYS.
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"It was as if he thought that by wearing the jersey, he could will the trade not to have happened."
train,Thomas,32,Action,Evaluation,Action,2,Action,Action,"So it should have not surprised me to see the bottom lip quivering and to hear him whispering underneath his breath, trying to console himself:"
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I can't believe this‰€_ why would they do this‰€_ how?
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And nothing I could say or do would make it any better.
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Hey, maybe we can go see him again when he plays against Atlanta"
train,Thomas,32,Action,Action,Action,3,Action,Action,"started my son open mouthed sobbing, complete with hiccups."
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,You didn't act this way when the Grizz traded Pau...
train,Thomas,32,Action,Action,Action,3,Action,Action,That got me quite the look along with a hissed
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,That's because I had grown to hate Pau!
train,Thomas,32,Action,Action,Stative - Consequence,2,Action,Action,"After three minutes, Phil and the boys took notice."
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Oh now‰€_ what's wrong with the little guy...
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It's Manny...Ó
train,Thomas,32,Action,Action,Action,3,Action,Action,Turtle managed to hiccup out.
train,Thomas,32,Action,Action,Action,3,Action,Action,And the men at the next table started to nod
train,Thomas,32,Action,Action,Action,3,Action,Action,"and I heard one of them say,"
train,Thomas,32,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"""Damn, he's making me want to cry..."
train,Thomas,33,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Emma K, international superstar, age 37"
train,Thomas,33,Orientation,Orientation,Orientation,3,Orientation,Orientation,"George M, international superstar, age 42"
train,Thomas,33,Orientation,Orientation,Orientation,3,Orientation,Orientation,Here we go again.
train,Thomas,33,Orientation,Action,Orientation,2,Orientation,Orientation,"In an attempt to get away from it all, hubby whisks me off on a romantic night in DC."
train,Thomas,33,Action,Action,Action,3,Action,Action,First he presents me with the gift of cheese.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,What is it about cheese that sets my loins aflame?
train,Thomas,33,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,Once again he had found his mark.
train,Thomas,33,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,And this was no ordinary cheese.
train,Thomas,33,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,No common or garden piece of Gouda.
train,Thomas,33,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,No rubbery cheddar or Dairylea square.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Oh no.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,This cheese was art.
train,Thomas,33,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"One piece was studded with dried apricots,"
train,Thomas,33,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,another had been rolled in rosemary.
train,Thomas,33,Action,Action,Action,3,Action,Action,"I savored every bite,"
train,Thomas,33,Action,Action,Action,3,Action,Action,then guzzled down as much as my stomach could hold without exploding
train,Thomas,33,Action,Action,Action,3,Action,Action,and glugged down the Moet.
train,Thomas,33,Action,Action,Action,3,Action,Action,"Next we performed the activities that are required by law to be performed amongst married persons who find themselves naked, covered in champagne and in a bed and breakfast."
train,Thomas,33,Action,Action,Stative- Local Context,2,Action,Action,Once the saucy part of the evening had been completed it was on to the concert.
train,Thomas,33,Stative- Local Context,Action,Stative- Local Context,2,Stative- Local Context,Orientation,I was to see George.
train,Thomas,33,Orientation,Orientation,Orientation,3,Orientation,Orientation,"My husband, who is 29, has no real knowledge of who George Michael is and how Careless Whisper is a milestone of sorts, the song that most of us thirty somethings did our first slow dance too."
train,Thomas,33,Stative- Local Context,Stative - Implied Action,Stative- Local Context,2,Stative- Local Context,Orientation,"And so I found myself at this concert: 20,000 middle aged women in tight spandex screaming for George."
train,Thomas,33,Stative - Consequence,Action,Stative- Local Context,1,Stative - Consequence,Action,And since I‰€™d had a few glasses of champers
train,Thomas,33,Action,Action,Action,3,Action,Action,I found myself screaming myself hoarse for George too.
train,Thomas,33,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,It was time to let go.
train,Thomas,33,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,"It was time to say,"
train,Thomas,33,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,I am an embarrassing old crone
train,Thomas,33,Evaluation,Orientation,Stative - Consequence,1,Evaluation,Evaluation,and this is where I can dance like a spaz and let it all hang out.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,All I can say is that it was heaven.
train,Thomas,33,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,"I was so close to the stage I could see into George‰€™s eyes, into his very soul."
train,Thomas,33,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,I believe his sweat splattered me
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and I don‰€™t think I will ever wash again.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Although, I have to say, he doesn‰€™t look too good for 42."
train,Thomas,33,Stative- Local Context,Orientation,Evaluation,1,Stative- Local Context,Orientation,All wrinkled like an old prune.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Is this simply the way stars look who haven‰€™t had ‰€˜work‰€™ done?
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Or is he suffering from some mysterious illness?
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I think we deserve to be told.
train,Thomas,33,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"After the concert, things got a bit less romantic."
train,Thomas,33,Action,Evaluation,Action,2,Action,Action,"When we got into bed, while I was still humming Georgie‰€™s hits under my breath, I could immediately see there was a problem."
train,Thomas,33,Stative- Local Context,Evaluation,Stative- Local Context,2,Stative- Local Context,Orientation,There was a feather duvet under the sheet which just made me feel like I was suffocating.
train,Thomas,33,Action,Action,Action,3,Action,Action,My husband fell asleep after about five minutes.
train,Thomas,33,Action,Stative- Local Context,Action,2,Action,Action,I lay there for about five hours
train,Thomas,33,Action,Action,Stative - Implied Action,2,Action,Action,"and then decided to take two cushions off the sofa, place them on the floor and sleep on those."
train,Thomas,33,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"Suffice to say, that wasn‰€™t very successful either."
train,Thomas,33,Action,Action,Action,3,Action,Action,I slept for about two hours before waking up in a really shit mood.
train,Thomas,33,Stative - Implied Action,Action,Evaluation,1,Stative - Implied Action,Action,"And then things got a bit less romantic still, when I insisted on wrapping all the left over cheese in cellophane and lugging it home."
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Yes, I had become my mother."
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,There was no way I was leaving stuff at the hotel that I had paid for.
train,Thomas,33,Action,Action,Action,3,Action,Action,So when I got home I was carrying a reeking and sweltering bag of cheese.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Had it gone off?
train,Thomas,33,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,It certainly smelt like it had.
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Did I eat it?
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Do you really need to ask?
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Ever had a dirty weekend that ended with a whimper not a bang,"
train,Thomas,33,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and left you with the smell of cheese on your hands?
train,Thomas,33,Not Story,Not Story,Evaluation,2,Not Story,Not Story,Subscribe to Feed
train,Thomas,34,Not Story,Not Story,,2,Not Story,Not Story,[More:]
train,Thomas,34,Orientation,Orientation,Orientation,3,Orientation,Orientation,I ordered these two hats a week ago.
train,Thomas,34,Orientation,Evaluation,Orientation,2,Orientation,Orientation,I kept checking their website
train,Thomas,34,Orientation,Orientation,Orientation,3,Orientation,Orientation,but their listed as 'Pending.'
train,Thomas,34,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Of course, a shirt I ordered and recieved from them a year and a half ago is still listed as pending, too."
train,Thomas,34,Action,Action,Action,3,Action,Action,So I called last night.
train,Thomas,34,Action,Action,Orientation,2,Action,Action,They said the Tip-Tops one is backordered
train,Thomas,34,Stative- Local Context,Action,Orientation,1,Orientation,Orientation,but that the Vancouver one shipped Monday.
train,Thomas,34,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,"It's coming priority mail,"
train,Thomas,34,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but it probably won't fit through the slot.
train,Thomas,34,Action,Evaluation,Action,2,Action,Action,"I checked at the cheapo dentist on the first floor, which seems to be staffed completely by hijab wearing women."
train,Thomas,34,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"If I see either them or my octogenarian Greek landlady wearing that hat, I'm going to get suspicious."
train,Thomas,35,Not Story,Orientation,Orientation,2,Orientation,Orientation,"Jump to the full entry travel map Destin, Florida, United States"
train,Thomas,35,Orientation,Orientation,Orientation,3,Orientation,Orientation,Tuesday morning I woke up early again
train,Thomas,35,Action,Action,Action,3,Action,Action,and walked on the beach.
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I love being on the beach early in the morning when few people are there.
train,Thomas,35,Orientation,Orientation,Orientation,3,Orientation,Orientation,"The few people who are there are usually quiet, and minding their own business,&nbs;"
train,Thomas,35,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,and it is very quiet and peaceful.
train,Thomas,35,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,Not to mention beautiful.
train,Thomas,35,Action,Action,Stative- Local Context,2,Action,Action,When I got back to the house everyone was still waking up for breakfast.
train,Thomas,35,Orientation,Action,Stative- Local Context,1,Orientation,Orientation,"Rob, Carey, Grant and Riley were going to The Big Kahuna, a water park, that day."
train,Thomas,35,Action,Evaluation,Evaluation,2,Evaluation,Evaluation,"After they left, Kellie and I decided to ride to the beach with Jaydon and Jack."
train,Thomas,35,Action,Action,Action,3,Action,Action,"We asked Kellan if he wanted to go,"
train,Thomas,35,Action,Evaluation,Action,2,Action,Action,"but he said,"
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"""No, I stay home with Daddy."""
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Kellie didn't want to walk with two kids, toys, towels and a beach umbrella, so we took the golf cart."
train,Thomas,35,Action,Action,Action,3,Action,Action,"So Kellie drove the golf cart,"
train,Thomas,35,Stative- Local Context,Stative- Local Context,Action,2,Stative- Local Context,Orientation,and Jaydon sat up front with her.
train,Thomas,35,Stative- Local Context,Action,Action,2,Action,Action,I rode on the back seat
train,Thomas,35,Action,Action,Action,3,Action,Action,and held Jack on my lap.
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Didn't Brad Pitt get criticized for that?
train,Thomas,35,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,"But then, we were only on a real road for about 15 feet,"
train,Thomas,35,Evaluation,Orientation,Stative- Local Context,1,Evaluation,Evaluation,"and considering that it is the road along the beach, everyone goes slow."
train,Thomas,35,Action,Evaluation,Action,2,Action,Action,We found a good spot
train,Thomas,35,Action,Action,Action,3,Action,Action,and set up our umbrella.
train,Thomas,35,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,At first Jaydon only wanted to play in the sand.
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He didn't want to get near the water.
train,Thomas,35,Action,Action,Action,3,Action,Action,Kellie and I took turns taking Jack in the water.
train,Thomas,35,Action,Action,Action,3,Action,Action,"Once while Jaydon and I were playing in the sand, we looked up and saw dolphins."
train,Thomas,35,Stative- Local Context,Action,Stative- Local Context,2,Stative- Local Context,Orientation,They were swimming not too far past where the people were swimming.
train,Thomas,35,Action,Action,Action,3,Action,Action,"Jaydon was yelling for Kellie to see them,"
train,Thomas,35,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,but she never did.
train,Thomas,35,Action,Action,Action,3,Action,Action,We finally got Jaydon up to the edge of the water to collect sea shells.
train,Thomas,35,Action,Action,Action,3,Action,Action,"He would run every time the water touched his feet at first,"
train,Thomas,35,Action,Action,Stative - Implied Action,2,Action,Action,"but before long, he was at least letting the water rush over his feet."
train,Thomas,35,Action,Action,Action,3,Action,Action,We went back in time for lunch and for Jack to take his nap.
train,Thomas,35,Action,Action,Evaluation,2,Action,Action,"Mom had yet to go to the beach without kids, so I convinced her to go with me in the afternoon."
train,Thomas,35,Action,Action,Action,3,Action,Action,"We brought the beach chairs,"
train,Thomas,35,Action,Action,Action,3,Action,Action,"and after standing in the water for awhile, we put the beach chairs right in the sand at the edge of the water."
train,Thomas,35,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"The beach chairs are only a few inches off the ground, so low waves would wash over our legs, and high waves would wash over the chairs."
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,This was wonderfully relaxing.
train,Thomas,35,Action,Action,Action,3,Action,Action,"We collected a few shells for Jaydon,"
train,Thomas,35,Action,Action,Action,3,Action,Action,"and we held our legs up when a nasty, tiny little dead white crab washed up by us."
train,Thomas,35,Stative- Local Context,Stative - Implied Action,Stative- Local Context,2,Stative- Local Context,Orientation,"Before we knew it, it was 5pm, and time to head back."
train,Thomas,35,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"I had been in the sun for hours,"
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"and I could tell already that I had not applied enough sun screen, again."
train,Thomas,35,Action,Action,Action,3,Action,Action,We went back for supper at home.
train,Thomas,35,Action,Action,Action,3,Action,Action,"Rob and Carey came back,"
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and the kids were really excited about their day at the big Kahuna.
train,Thomas,35,Action,Action,Action,3,Action,Action,"That evening, Mom, Jaydon, Riley and I all rode the golf cart down to the beach for the sunset, and moonrise."
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The night was again beautiful.
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"This time, we didn't see any jellyfish, much to Riley and Jaydon's disappointment."
train,Thomas,35,Action,Action,Action,3,Action,Action,"Rob and Carey joined us on the beach later,"
train,Thomas,35,Action,Action,Action,3,Action,Action,but they stayed to get a drink at the walk-up beach bar before going home
train,Thomas,35,Evaluation,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,"(a virgin drink for Carey, of course.)"
train,Thomas,35,Action,Action,Action,3,Action,Action,"I was exhausted that night, so I went to bed early, about 10."
train,Thomas,35,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I might as well have stayed up, because I was so sore from sunburn that I could hardly sleep."
train,Thomas,35,Action,Action,Action,3,Action,Action,"I put aloe lotion on before going to bed,"
train,Thomas,35,Evaluation,Evaluation,Stative - Consequence,2,Evaluation,Evaluation,but that only made it worse.
train,Thomas,35,Action,Action,Action,3,Action,Action,My skin stuck to the sheets every time I moved.
train,Thomas,36,Not Story,Orientation,Orientation,2,Orientation,Orientation,"Jump to the full entry travel map Hangzhou, Xitang, and Shanghai, Zhejiang, China"
train,Thomas,36,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"(Disclaimer: long entry but, hey, at least we kept the old folks busy!) &nbs;"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Hangzhou quickly became our most familiar city in China as we were drawn there for reasons of proximity, transit, beauty, camera repair, and, most importantly, cheese.&nbs;"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,"That being said, there was plenty we had yet to see and plenty we were happy to see again,"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,this time accompanied by the ever open-eyed and always impressed Tempest parents.&nb; &nbs;
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,"After triple jumping from the airport to our youth hostel on the relaxed shores of China's most famous West Lake and some strolling along the waterfront walking corridor, it was time to retire for the evening before facing the myriad sights of the 5.5 million population city, one which the Chinese are rightfully proud of and joyful to experience.&nb;"
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Action,Stative- Local Context,Orientation,1,Action,Action,"First up on the culture express was a visit to one of mainstream China's (read: non-Tibetan) most notable temples, the Lingyin Temple.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"Since our experience at the Lama Temple in Beijing, we hadn't truly highlighted any temples,"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but this one was definitely worth it.&nbs;
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Dove-tailing paths along the Fei Lang Peak ('Peak Flying From Afar') wound past Buddhist some neat Buddhist carvings in the rock faces which date from the 10th to 14th Century, a period which includes Hangzhou's run as capitol city during the Southern Song Dynasty.&nbs;"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,The temple complex was composed of a smattering of towering but somehow unimposing halls.&nbs;
train,Thomas,36,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,The solid mustard-yellow walls divided by green pillars and dotted with delicately latticed and decorated windows was quite inviting.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The colors were much less confusing and cluttered than those of the Lama Temple in Beijing
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and the overall feel of the complex much more genuine.&nbs;
train,Thomas,36,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"This was the first and only temple experience for the parents in the party, who came away thoroughly impressed and not yet 'templed-out'.&nbs;"
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Stative - Implied Action,Stative - Implied Action,Stative- Local Context,2,Stative - Implied Action,Action,"The rest of the afternoon included the botanical gardens, whowere seasonally in a bit of an awkward phase although the presence of magnolias, some lotus flowers, and even a tananger helped justify the ramble in the heat.&nbs;"
train,Thomas,36,Action,Action,Orientation,2,Action,Action,"A quick stroll took us to the NW edge of the lake and the Quyuan Gardens, one of the reputed ""New Ten Scenes of West Lake"" and home to dozens of species of lotus flowers.&nbs;"
train,Thomas,36,Orientation,Orientation,Stative- Local Context,2,Orientation,Orientation,"Only a few were in bloom this early in the season,"
train,Thomas,36,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,but the winding bridges and pleasant walkways gave a good view into the landscaping and architectural styles of Chinese gardens.&nbs;
train,Thomas,36,Stative - Implied Action,Action,Stative- Local Context,1,Stative - Implied Action,Action,"In the evening it was time for a cruise on the water ferry up to one of the most impressive bridges along the Grand Canal (Gongchen)and a true teahouse experience, a first for Dave and Kathy.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"These buy a cup of tea and enjoy the all you can eat buffet extravaganzas are certainly a highlight of living in Zhejiang province,"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and this one did not disappoint.&nbs;
